RunID,RMSE,Activate B1 Overtime,Activate R1 Burnout,Activate B1.1 Duty of Care,Activate B2 Digital Health,Activate R2 Telemedicine Rework,Activate B3 Surge Resources,Activate R3 Sub-Optimal Consultations,SEIR.Activate B1.2 Aware Citizens,SEIR.Activate B1.1 Vaccination,SEIR.PAR ALPHA,SEIR.PAR GAMMA,Fatigue Onset Time,Fatigue Reporting Delay,Max Digital Health Fraction,AF Digital Health,Maximum Telemedicine Effectiveness,Minimum Telemedicine Effectiveness,AF TME,Maximum Surge Capacity Fraction,AF Labour,Minimum Preparedness Proportion,Maximum Preparedness Proportion,AF Preparedness
2791,1.13589135954,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.92425,0.03555,9.7165,3.4705,0.19575,0.6695,0.655125,0.1473,0.0835,0.30175,0.1335,0.20355,0.55935,0.6945
2792,4.6066140519e-4,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.67175,0.01055,4.4875,3.8035,0.17125,0.0715,0.298125,0.0483,0.9105,0.22275,0.2485,0.10455,0.89145,0.5155
2793,0.00125603635763,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0.66625,0.06395,5.8735,1.0135,0.16125,0.5625,0.359625,0.1949,0.4575,0.06325,0.0165,0.02925,0.85725,0.5505
2794,10.1328704749,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0.67375,0.00135,9.7795,1.4185,0.04775,0.7465,0.397875,0.1113,0.5205,0.30275,0.1245,0.07545,0.78525,0.8075
2795,1.06597570782e-4,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0.58475,0.00445,2.1565,2.4085,0.38075,0.9605,0.241875,0.1563,0.0475,0.03475,0.8595,0.01095,0.57375,0.7085
2796,0.0032793895678,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.84725,0.08625,6.5575,1.0765,0.32625,0.7875,0.129375,0.0717,0.8965,0.06025,0.9715,0.12975,0.53505,0.6635
2797,343.788621449,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.95675,0.08215,5.0725,9.9235,0.13975,0.7645,0.107625,0.1087,0.7065,0.41525,0.7855,0.14625,0.61965,0.5625
2798,0.168773105299,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.81575,0.01905,3.0295,9.6625,0.18725,0.6545,0.611625,0.0903,0.8475,0.35825,0.4855,0.16575,0.10215,0.6855
2799,4.89747479641,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0.92225,0.09885,6.3775,8.3935,0.03475,0.2455,0.151875,0.0633,0.7105,0.07875,0.9775,0.09975,0.25695,0.3735
2800,11.5315963129,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.86825,0.07715,4.8835,2.1115,0.43725,0.1595,0.010875,0.0789,0.4965,0.32675,0.6035,0.05805,0.33255,0.1775
2801,343.788621449,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.55275,0.02265,6.6745,2.7775,0.01225,0.4965,0.459375,0.1181,0.2895,0.26125,0.7545,0.17745,0.14445,0.1105
2802,0.00121318514103,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0.53825,0.06995,9.4555,9.2755,0.11575,0.6615,0.384375,0.0923,0.4395,0.33175,0.8665,0.01545,0.01485,0.9355
2803,8.29379386813e-5,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.90875,0.04395,7.9345,7.4575,0.15125,0.4265,0.237375,0.1643,0.1145,0.09875,0.5175,0.19485,0.14265,0.7635
2804,4.44018225996,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.91225,0.08295,7.8085,2.6875,0.40875,0.8105,0.592875,0.0653,0.5385,0.11075,0.8125,0.25455,0.41445,0.7755
2805,8.191211161e-4,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0.51575,0.05615,6.5395,3.5785,0.42075,0.3875,0.429375,0.1681,0.5545,0.14725,0.1715,0.16635,0.38385,0.0445
2806,1064.09766815,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.53125,0.03715,6.2335,1.9585,0.47375,0.9945,0.055875,0.1761,0.3455,0.20225,0.0155,0.07005,0.15345,0.7845
2807,582.732064843,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.55975,0.01205,8.8165,4.3075,0.25775,0.1815,0.063375,0.0277,0.3855,0.44025,0.6915,0.29925,0.52425,0.3525
2808,0.0225979683033,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.84875,0.04835,4.2895,4.4875,0.30625,0.9815,0.025875,0.0993,0.6255,0.28225,0.4845,0.10965,0.24705,0.7155
2809,6.07894766797e-5,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.75475,0.09345,5.7205,4.2985,0.22325,0.2015,0.304125,0.1889,0.4945,0.10675,0.9295,0.29475,0.89415,0.9075
2810,712.111131828,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.64975,0.03875,1.8595,6.3055,0.20275,0.3255,0.738375,0.0905,0.7515,0.24475,0.1535,0.00285,0.13725,0.9565
2811,712.111131828,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.72425,0.02035,4.0375,5.7925,0.08875,0.7215,0.100875,0.0417,0.2195,0.33425,0.2515,0.23235,0.71235,0.8025
2812,0.866080334832,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.63225,0.07315,2.0305,3.5425,0.16025,0.7675,0.130125,0.0379,0.0945,0.46325,0.5355,0.17805,0.53145,0.6745
2813,79.0333728255,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0.76025,8.5e-4,8.3845,5.0185,0.21025,0.4225,0.490125,0.1947,0.1125,0.11275,0.6255,0.14175,0.54495,0.5335
2814,12.4403420064,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.71325,0.00555,8.7985,4.2175,0.01575,0.1385,0.064875,0.1931,0.7225,0.08375,0.0755,0.17205,0.46305,0.4215
2815,1.57837018624e-4,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0.50075,0.08515,7.4305,1.9675,0.01025,0.2525,0.467625,0.0069,0.2715,0.43825,0.9075,0.11205,0.50085,0.1575
2816,1.13077459918e-4,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0.73525,0.07465,6.7555,2.2555,0.38275,0.4375,0.120375,0.0953,0.3045,0.18175,0.5785,0.01905,0.34965,0.4495
2817,7.78138304435e-4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.52475,0.07305,5.2705,7.7275,0.07475,0.2315,0.337875,0.1503,0.9775,0.32975,0.6145,0.09645,0.12375,0.3335
2818,712.111131828,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0.77325,0.04445,6.4765,6.5215,0.30875,0.5585,0.431625,0.1497,0.5285,0.45875,0.2035,0.07875,0.53865,0.9445
2819,1127.71568612,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.62325,0.05075,1.4455,8.6905,0.01325,0.6075,0.468375,0.0331,0.9605,0.33925,0.3135,0.22005,0.23085,0.0405
2820,4.03205066118,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.81425,0.04555,1.0945,7.9165,0.40475,0.6775,0.526875,0.1861,0.1355,0.16325,0.1445,0.06795,0.06975,0.0025
2821,0.0119275890111,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.67575,0.06915,4.0555,1.6255,0.38125,0.3405,0.487875,0.0369,0.2355,0.12475,0.7475,0.28575,0.48645,0.0465
2822,5.43286390999e-4,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0.50275,0.09365,3.1285,5.7565,0.12575,0.6135,0.515625,0.1285,0.2445,0.19925,0.2125,0.06885,0.27405,0.7185
2823,8.78591147319,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.87875,0.04035,3.5875,7.0795,0.25675,0.6895,0.172875,0.0605,0.8205,0.39725,0.2255,0.21555,0.07065,0.6395
2824,4.77710154926,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.99275,0.03325,9.1855,7.4035,0.22975,0.9765,0.692625,0.0431,0.1535,0.15425,0.0825,0.26235,0.04545,0.6065
2825,35.5003332216,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.98475,0.09045,8.6815,1.1845,0.06675,0.2225,0.077625,0.1909,0.5835,0.48625,0.7115,0.04755,0.11385,0.4415
2826,31.8840995728,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.51075,0.00435,8.8345,8.0065,0.07575,0.2845,0.325125,0.1997,0.3505,0.34325,0.9555,0.14685,0.10575,0.3425
2827,4.41754370607,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.98275,0.04925,7.7725,7.8805,0.13475,0.8115,0.190125,0.1151,0.4905,0.26175,0.0325,0.23775,0.49455,0.6585
2828,0.00910648564964,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.89325,0.02805,8.7265,9.9505,0.44425,0.3345,0.178125,0.1841,0.6695,0.33475,0.5605,0.14445,0.59085,0.2205
2829,54.0153999705,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.67775,0.08045,1.2205,9.6355,0.35925,0.5395,0.401625,0.0803,0.8455,0.06375,0.6625,0.17835,0.05805,0.5145
2830,9.36379167503e-5,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0.83725,0.05345,7.4575,2.0755,0.42525,0.9715,0.030375,0.0887,0.9045,0.15525,0.4725,0.29025,0.39555,0.4975
2831,0.00160131945427,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.61775,0.02105,5.6215,5.2255,0.08825,0.5305,0.577125,0.0087,0.7545,0.47125,0.8955,0.09585,0.66375,0.5085
2832,0.489418733629,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0.63425,0.04015,6.5485,2.9125,0.39975,0.9115,0.605625,0.0293,0.7275,0.11925,0.8695,0.27825,0.40725,0.6575
2833,9.45309333213,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.58425,0.04795,9.2575,4.3345,0.36075,0.2715,0.725625,0.1375,0.4935,0.39075,0.2755,0.14205,0.68175,0.0885
2834,21.5040243328,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.82025,0.05725,1.3825,2.9665,0.31625,0.3115,0.684375,0.1855,0.9895,0.39925,0.4165,0.26145,0.13005,0.8035
2835,4.30128543664e-4,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0.83575,0.08715,8.0065,6.5305,0.36575,0.9445,0.022125,0.1489,0.6965,0.11775,0.5335,0.28035,0.80955,0.0725
2836,6.78666564031,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.68875,0.00165,1.7695,7.4305,0.45725,0.6015,0.132375,0.1697,0.0545,0.41025,0.9465,0.09465,0.67185,0.2475
2837,7.80253175572,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.56475,0.08405,6.7825,1.8415,0.30775,0.5035,0.069375,0.1287,0.4715,0.20125,0.3635,0.24585,0.24075,0.3375
2838,938.163122945,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.83675,0.07735,4.2175,6.8905,0.30525,0.3175,0.368625,0.1805,0.0685,0.29275,0.3385,0.17655,0.18315,0.4965
2839,23.6802720529,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.64025,0.00415,6.4855,1.3555,0.14175,0.2905,0.475125,0.0051,0.0415,0.26575,0.4465,0.10095,0.52335,0.1905
2840,0.0112497623616,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.61725,0.02435,5.1265,3.3355,0.35825,0.6005,0.037125,0.0671,0.9205,0.20525,5e-4,0.13065,0.26325,0.3245
2841,8.87455907596e-5,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.94975,0.06825,3.5425,1.7065,0.35075,0.1825,0.218625,0.0127,0.8945,0.06875,0.2685,0.06015,0.70065,0.8515
2842,5.34561535472,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.80025,0.00845,5.4235,5.0545,0.14825,0.3165,0.385875,0.1875,0.0825,0.40575,0.0615,0.03405,0.34875,0.3285
2843,2.12300122957e-4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.95525,0.01665,1.5895,3.9025,0.19225,0.3525,0.484125,0.0839,0.6765,0.20025,0.8235,0.28275,0.22005,0.1165
2844,4.66539052276e-5,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.97575,0.09205,5.4505,6.4945,0.36375,0.9655,0.346125,0.1747,0.1915,0.39125,0.8035,0.21285,0.87255,0.1845
2845,4.42612041062e-5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0.94025,0.09955,1.1845,9.1765,0.20475,0.1165,0.199875,0.0877,0.0975,0.31925,0.8835,0.25845,0.27135,0.1035
2846,0.0267008850954,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0.89025,0.01945,2.2645,7.1965,0.05775,0.6965,0.394125,0.1625,0.5635,0.18375,0.5195,0.26865,0.39825,0.0015
2847,0.00137218975174,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0.52325,0.06375,7.2325,1.1215,0.01175,0.8135,0.112125,0.0501,0.1335,0.22475,0.8735,0.18795,0.44865,0.8045
2848,1.5357010783e-4,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0.66875,0.09145,5.4595,6.7915,0.49525,0.1865,0.581625,0.0861,0.9405,0.32825,0.4875,0.11085,0.27495000000000003,0.9165
2849,0.010694338322,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,0.59425,0.04105,6.6205,2.3635,0.31475,0.5875,0.403125,0.0683,0.8655,0.21375,0.0105,7.5e-4,0.76905,0.5725
2850,1.07291855529,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.60725,0.07485,9.5185,9.7885,0.24375,0.3465,0.679875,0.0945,0.9185,0.41325,0.4375,0.15225,0.37215,0.0545
2851,0.00322181038671,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0.68825,0.02015,6.8635,4.1095,0.07075,0.9865,0.630375,0.1723,0.3805,0.26675,0.0905,0.01665,0.24885,0.2145
2852,4.94679911692e-5,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.96625,0.01435,1.3645,7.8175,0.36125,0.4565,0.613125,0.1275,0.8515,0.14175,0.9545,0.02655,0.54315,0.3645
2853,13.6864038187,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.62825,0.02195,2.6425,3.3895,0.06875,0.9185,0.394875,0.0619,0.2175,0.23225,0.4535,0.11835,0.44955,0.9655
2854,0.00334313681253,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0.77575,0.06505,8.2495,4.1905,0.48925,0.9555,0.103125,0.0249,0.8235,0.05475,0.0355,0.13515,0.84735,0.4785
2855,4.38779798196,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.81125,0.00825,3.2545,3.5695,0.40575,0.4185,0.425625,0.1453,0.2695,0.31125,0.1305,0.07395,0.42615,0.3535
2856,4.19400044969,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0.75375,0.07335,4.8385,5.5855,0.24125,0.9675,0.667125,0.0207,0.9765,0.37725,0.0975,0.26655,0.55215,0.3825
2857,0.00105425270273,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.81775,0.08385,7.6555,6.5755,0.39475,0.5235,0.036375,0.1571,0.6515,0.28675,0.4685,0.00765,0.81405,0.0105
2858,0.0127259539314,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.52875,0.01395,9.6625,4.6495,0.08475,0.1485,0.154125,0.0093,0.8715,0.06225,0.9365,0.12285,0.57915,0.7555
2859,3.70115953523e-5,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.68675,0.06895,5.5405,2.0125,0.10775,0.6745,0.169125,0.0809,0.5195,0.43125,0.7535,0.25005,0.75645,0.7695
2860,82.8087893749,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.58175,0.00505,7.0255,9.4555,0.36275,0.5835,0.623625,0.0043,0.1255,0.08475,0.3365,0.25065,0.08235,0.9955
2861,0.0561972209647,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.66775,0.02585,7.8895,2.2105,0.15925,0.0805,0.564375,0.0283,0.4385,0.36225,0.7815,0.13815,0.38835,0.0995
2862,5.22538342945e-4,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.78225,0.08035,7.9615,3.3535,0.27525,0.6725,0.642375,0.1355,0.6485,0.15175,0.8805,0.00375,0.66915,0.6925
2863,0.161298129398,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0.87575,0.03985,6.3955,1.7605,0.16325,0.6285,0.019875,0.0343,0.2685,0.20575,0.5205,0.01575,0.69075,0.6005
2864,7.45138870058e-5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0.65575,0.08535,4.1995,1.2025,0.48025,0.3045,0.516375,0.0885,0.3775,0.47625,0.8195,0.04425,0.07785,0.1365
2865,0.732936830629,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.73375,0.04905,5.9095,8.8255,0.19475,0.8625,0.304875,0.0159,0.4955,0.26375,0.8535,0.19425,0.08145,0.9685
2866,3.36423300393,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.92725,0.00925,9.4825,9.2125,0.04525,0.1995,0.300375,0.0749,0.7305,0.32225,0.1645,0.27405,0.34425,0.3505
2867,14.4255523096,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0.53675,0.08795,4.2985,8.3305,0.05725,0.8945,0.736875,0.0823,0.8095,0.37975,0.7195,0.25365,0.26055,0.5575
2868,0.120700720744,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0.70875,0.02845,3.5515,4.8925,0.03175,0.8365,0.262875,0.1467,0.2235,0.10875,0.1185,0.28425,0.72765,0.7225
2869,0.038459744156,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0.92575,0.07035,2.2195,9.3565,0.15275,0.7915,0.135375,0.1347,0.3935,0.17075,0.3175,0.12015,0.29565,0.8785
2870,5.99777999241e-4,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.84125,0.07205,7.0525,5.0815,0.06025,0.9235,0.001875,0.1903,0.8985,0.03275,0.2995,0.27435,0.61155,0.9985
2871,1.91169459385e-4,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0.63675,0.05205,3.4795,3.2275,0.47825,0.3505,0.062625,0.0979,0.5795,0.48575,0.2015,0.28155,0.63045,0.5615
2872,0.00446560558678,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.89425,0.04735,3.7945,5.4055,0.31775,0.8565,0.265125,0.0891,0.8045,0.26225,0.3705,0.17325,0.80055,0.9895
2873,0.0429376208006,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.75625,0.06225,1.9225,9.2035,0.09875,0.9465,0.742125,0.0929,0.6755,0.11725,0.9115,0.18465,0.72855,0.2555
2874,0.0987053726946,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0.94575,0.03115,3.3895,8.9335,0.40325,0.7555,0.106125,0.1799,0.2865,0.34925,0.1825,0.28755,0.46665,0.7925
2875,1.33265352895,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.60275,0.03195,4.7395,4.2265,0.05275,0.5415,0.593625,0.0105,0.6015,0.16925,0.4965,0.23415,0.86355,0.3195
2876,0.0286065813467,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0.76775,0.06525,1.8055,5.8285,0.23725,0.5935,0.550125,0.1027,0.5075,0.11125,0.7575,0.27525,0.73575,0.8485
2877,22.1311546029,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.56625,0.05845,9.4645,3.2365,0.31825,0.1225,0.012375,0.0531,0.9225,0.03575,0.4755,0.13845,0.06885,0.4185
2878,0.31034640432,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,0.90625,0.05745,6.8545,5.0005,0.11775,0.2865,0.326625,0.1107,0.4095,0.14125,0.4195,0.28365,0.72045,0.4065
2879,1.26074581565e-4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0.68225,0.01035,9.8965,9.9325,0.30075,0.4105,0.073875,0.1415,0.4005,0.25875,0.7375,0.23745,0.89325,0.7275
2880,0.00480602756964,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0.54575,0.04565,2.4175,3.0655,0.03775,0.4745,0.091875,0.1635,0.7335,0.48325,0.9175,0.06285,0.30465,0.3805
2881,0.230249207293,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.81225,0.08525,7.2145,1.0585,0.33275,0.4905,0.189375,0.0263,0.0035,0.48875,0.7075,0.17955,0.60255,0.1345
2882,0.344991241739,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.71425,0.09815,7.4485,4.1635,0.37175,0.9475,0.482625,0.1565,0.9985,0.12525,0.2395,0.09015,0.84015,0.2795
2883,152.815779773,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.59325,0.07545,5.4145,8.2225,0.25725,0.9385,0.133875,0.0893,0.8875,0.41075,0.6205,0.09555,0.49635,0.1605
2884,712.111131828,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.98775,0.08725,3.3715,8.6635,0.24575,0.5705,0.113625,0.1691,0.6795,0.04525,0.1595,0.00825,0.49005,0.6505
2885,712.111131828,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.65825,0.03935,4.9465,2.0575,0.00925,0.8015,0.233625,0.1391,0.1365,0.28725,0.2565,0.03645,0.77715,0.7195
2886,0.710841700919,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.51525,0.00455,9.9955,5.2705,0.46375,0.7025,0.201375,0.1243,0.4355,0.42325,0.1085,0.05475,0.63585,0.1645
2887,0.00199189124368,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.84225,0.00385,5.7025,6.4765,0.14975,0.5085,0.101625,0.1669,0.8565,0.13575,0.1745,0.01395,0.79515,0.3875
2888,2.19494331051e-4,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0.64075,0.05455,2.1025,2.1385,0.45575,0.8485,0.174375,0.1793,0.7155,0.48775,0.3105,0.04065,0.29385,0.0655
2889,50.8237441345,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.88225,0.08425,1.0315,8.1145,0.30975,0.4985,0.411375,0.0865,0.5035,0.25525,0.5435,0.10215,0.34695,0.7855
2890,2.76492664747e-4,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.71775,0.02555,5.8195,3.7585,0.26375,0.1015,0.095625,0.1975,0.7095,0.01525,0.5145,0.19965,0.60075,0.0295
2891,207.1288644,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.99925,0.00245,9.8605,2.3275,0.34175,0.8895,0.004875,0.0629,0.8445,0.09325,0.3955,0.27315,0.57105,0.6445
2892,3.03167570378e-4,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.77275,0.00575,9.5545,7.3765,0.16075,0.4605,0.346875,0.1465,0.8215,0.13925,0.2215,0.13035,0.25425,0.4245
2893,4.71530246656e-5,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0.68075,0.07375,6.4495,4.5685,0.44875,0.0865,0.029625,0.1569,0.7245,0.41575,0.7765,0.02055,0.21285,0.4155
2894,10.5381518747,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.81725,0.09035,3.7765,3.3265,0.32075,0.8745,0.058875,0.0209,0.9355,0.39475,0.9155,0.05265,0.40545,0.9495
2895,82.3573938858,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.60375,0.02545,7.6105,6.6115,0.25125,0.7155,0.733125,0.0053,0.8505,0.16275,0.1805,0.15375,0.62235,0.9605
2896,2.54833938132e-4,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0.59875,0.09295,3.5695,7.4395,0.46625,0.7835,0.428625,0.0057,0.0875,0.01575,0.1865,0.04815,0.34515,0.7805
2897,712.111131828,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.76225,0.00185,3.8125,1.0315,0.24075,0.1305,0.367875,0.1495,0.7235,0.03725,0.3505,0.21615,0.83565,0.3085
2898,139.321734637,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.59925,0.09135,5.1445,7.9075,0.38775,0.0995,0.474375,0.0989,0.1265,0.08275,0.0195,0.20475,0.15615,0.4295
